date,ticker,action,shares,price,value,fee,regime,reason
2009-03-20,ADI,SELL,2774.9762956788504,13.247821807861328,36762.39148619252,183.81195743096262,bear,HALF_LIQ_RANK_17
2009-03-20,BA,SELL,222.50123405210115,24.661163330078125,5487.139274102808,27.435696370514037,bear,HALF_LIQ_RANK_18
2009-03-20,TROW,SELL,267.44806229077363,14.345489501953125,3836.6733699099987,19.183366849549994,bear,FULL_LIQ_RANK_19
2009-03-20,STLD,BUY,8991.489902005667,5.07958984375,45673.080786408675,182.6923231456347,bear,REBALANCE_TOP10
2009-03-25,ADI,SELL,1387.4881478394252,13.41012191772461,18606.3852219246,93.031926109623,bear,HALF_LIQ_RANK_17
2009-03-25,BA,SELL,111.25061702605058,28.0781192779541,3123.7080946034393,15.618540473017196,bear,HALF_LIQ_RANK_18
2009-03-25,STLD,BUY,3497.1817461532373,6.157901763916016,21535.301643371913,86.14120657348765,bear,REBALANCE_TOP10
2009-03-27,ADI,SELL,693.7440739197126,13.51155948638916,9373.564323096156,46.86782161548078,bear,HALF_LIQ_RANK_17
2009-03-27,BA,SELL,55.62530851302529,28.4342041015625,1581.6613754717432,7.908306877358716,bear,HALF_LIQ_RANK_18
2009-03-27,STLD,BUY,1694.6121664181705,6.406788349151611,10857.021484138506,43.42808593655403,bear,REBALANCE_TOP10
2009-04-01,ADI,SELL,346.8720369598563,12.84882640838623,4456.898588820526,22.28449294410263,bear,HALF_LIQ_RANK_17
2009-04-01,BA,SELL,27.812654256512644,26.850744247436523,746.7904662839978,3.733952331419989,bear,HALF_LIQ_RANK_18
2009-04-01,FSLR,BUY,11.004938270337655,135.5,1491.1691356307524,5.9646765425230095,bear,PANIC_BUY_DD-16.6%
2009-04-01,HOLX,BUY,88.20006504783441,12.680000305175781,1118.3768517230642,4.4735074068922565,bear,PANIC_BUY_DD-11.3%
2009-04-01,CME,BUY,29.850385888387038,24.977384567260742,745.5845678153762,2.9823382712615047,bear,PANIC_BUY_DD-10.2%
2009-04-01,CLF,BUY,47.19459337701745,15.79809284210205,745.5845678153762,2.9823382712615047,bear,PANIC_BUY_DD-39.8%
2009-04-01,NOV,BUY,18.05375422365221,20.649017333984375,372.7922839076881,1.4911691356307524,bear,PANIC_BUY_DD-12.7%
2009-04-01,STLD,BUY,30.292271352529493,6.153257369995117,186.39614195384405,0.7455845678153762,bear,PANIC_BUY_DD-34.2%
2009-04-29,ADI,SELL,173.43601847992815,14.052560806274414,2437.220195687323,12.186100978436617,bear,HALF_LIQ_RANK_17
2009-04-29,BA,SELL,13.906327128256322,30.7222900390625,427.2342154123738,2.1361710770618694,bear,HALF_LIQ_RANK_18
2009-04-29,BIIB,BUY,70.34829293451527,47.41999816894531,3335.915922143143,13.34366368857257,bear,REBALANCE_TOP10
2009-04-30,ADI,SELL,86.71800923996408,14.390692710876465,1247.932223471269,6.239661117356345,bear,HALF_LIQ_RANK_17
2009-04-30,BA,SELL,6.953163564128161,30.343469619750977,210.98310736928227,1.0549155368464114,bear,HALF_LIQ_RANK_18
2009-04-30,NOV,BUY,67.91536750955946,21.28881072998047,1445.8374045680764,5.783349618272306,bear,REBALANCE_TOP10
2009-05-05,ADI,SELL,43.35900461998204,14.877591133117676,645.0775426750531,3.2253877133752655,bear,HALF_LIQ_RANK_17
2009-05-05,BA,SELL,3.4765817820640805,32.69215393066406,113.6569467717813,0.5682847338589065,bear,HALF_LIQ_RANK_18
2009-05-05,BIIB,BUY,16.194983409835014,46.43000030517578,751.9330846609564,3.0077323386438257,bear,REBALANCE_TOP10
2009-05-29,ADI,SELL,21.67950230999102,16.648094177246094,360.9223961725547,1.8046119808627736,bear,HALF_LIQ_RANK_17
2009-05-29,BA,SELL,1.7382908910320403,34.31413269042969,59.64794428943868,0.2982397214471934,bear,HALF_LIQ_RANK_18
2009-05-29,BIIB,BUY,8.04789110332462,51.790000915527344,416.8002876092464,1.6672011504369857,bear,REBALANCE_TOP10
2009-06-29,ADI,SELL,10.83975115499551,16.832244873046875,182.45734580377712,0.9122867290188856,bear,HALF_LIQ_RANK_17
2009-06-29,BA,SELL,0.8691454455160201,32.63093566894531,28.361029119590064,0.14180514559795032,bear,HALF_LIQ_RANK_18
2009-06-29,NOV,BUY,8.929332776611956,23.39800453186035,208.9285687736557,0.8357142750946228,bear,REBALANCE_TOP10
2009-07-13,ADI,SELL,5.419875577497755,16.5526180267334,89.71313018674142,0.44856565093370715,bear,HALF_LIQ_RANK_17
2009-07-13,BA,SELL,0.43457272275801007,30.940099716186523,13.445723376067512,0.06722861688033756,bear,HALF_LIQ_RANK_18
2009-07-13,BIIB,BUY,2.2147773644221833,46.15999984741211,102.23412280377978,0.40893649121511916,bear,REBALANCE_TOP10
2009-07-20,ADI,SELL,2.7099377887488774,17.609745025634766,47.72131349520022,0.09544262699040044,normal,HALF_LIQ_RANK_18
2009-07-20,BA,SELL,0.43457272275801007,32.286643981933594,14.030894783947401,0.028061789567894804,normal,FULL_LIQ_RANK_19
2009-07-20,PAYX,BUY,4.220911929350659,14.578934669494629,61.53639926369379,0.09230459889554068,normal,REBALANCE_TOP10
2009-07-20,BIIB,BUY,1.5121026122560768e-16,46.91999816894531,7.094785179831254e-15,1.0642177769746882e-17,normal,REBALANCE_TOP10
2009-07-24,ADI,SELL,1.3549688943744387,18.666872024536133,25.293030948514865,0.05058606189702973,normal,HALF_LIQ_RANK_18
2009-07-24,PAYX,BUY,1.6892480556148728,14.920625686645508,25.20463792972325,0.03780695689458488,normal,REBALANCE_TOP10
2009-07-30,ADI,SELL,1.3549688943744387,18.73506736755371,25.385433517044877,0.050770867034089756,normal,FULL_LIQ_RANK_19
2009-07-30,PAYX,BUY,1.6657584519933282,15.18630599975586,25.296717573650312,0.03794507636047547,normal,REBALANCE_TOP10
2009-11-24,HOLX,SELL,8697.589007191029,14.5600004196167,126636.89959435497,151.96427951322596,bull,FULL_LIQ_RANK_22
2009-11-24,AZO,BUY,857.7732593325412,147.30999755859375,126358.57673810366,126.35857673810366,bull,REBALANCE_TOP10
2010-01-22,ADBE,SELL,4960.060643832725,34.380001068115234,170526.89023288543,204.6322682794625,bull,FULL_LIQ_RANK_31
2010-01-22,FSLR,BUY,520.1065385023531,112.38999938964844,58454.77354483164,58.45477354483164,bull,REBALANCE_TOP10
2010-01-22,PAYX,BUY,6471.382357181788,17.260196685791016,111697.33231391555,111.69733231391555,bull,REBALANCE_TOP10
2010-02-17,BIIB,SELL,990.6997436411668,56.22999954223633,55707.04613143646,66.84845535772375,bull,HALF_LIQ_RANK_16
2010-02-17,PAYX,BUY,2855.2856617247485,17.703208923339844,50547.71860532988,50.547718605329884,bull,REBALANCE_TOP10
2010-02-17,TPR,BUY,214.3212528873003,23.501609802246094,5036.89445768584,5.0368944576858405,bull,REBALANCE_TOP10
2010-02-18,CLF,SELL,8120.576331013216,42.539791107177734,345447.62079119403,414.5371449494328,bull,FULL_LIQ_RANK_45
2010-02-18,TPR,BUY,6861.420995020528,23.7558536529541,162998.91300901436,162.99891300901436,bull,REBALANCE_TOP10
2010-02-18,MSFT,BUY,7745.367934698125,21.702041625976562,168090.29732732283,168.09029732732284,bull,REBALANCE_TOP10
2010-02-18,CTSH,BUY,651.8987334623063,20.860885620117188,13599.184914656431,13.599184914656432,bull,REBALANCE_TOP10
2010-02-19,BIIB,SELL,495.3498718205834,56.61000061035156,28041.756546100794,33.650107855320954,bull,HALF_LIQ_RANK_16
2010-02-19,BKNG,BUY,123.3376047447589,226.8580322265625,27980.126311933545,27.980126311933546,bull,REBALANCE_TOP10
2010-02-22,BIIB,SELL,247.6749359102917,55.66999816894531,13788.063228619587,16.5456758743435,bull,HALF_LIQ_RANK_16
2010-02-22,BKNG,BUY,61.04191690674336,225.38217163085938,13757.759792952289,13.757759792952289,bull,REBALANCE_TOP10
2010-02-23,BIIB,SELL,123.83746795514585,55.25,6842.020104521808,8.210424125426169,bull,HALF_LIQ_RANK_16
2010-02-23,BKNG,BUY,30.826291786356016,221.4662322998047,6826.982697698682,6.826982697698683,bull,REBALANCE_TOP10
2010-02-24,BIIB,SELL,61.91873397757293,55.290000915527344,3423.486858308301,4.108184229969961,bull,HALF_LIQ_RANK_17
2010-02-24,BKNG,BUY,15.429102526644638,221.39736938476562,3415.9627113669635,3.4159627113669635,bull,REBALANCE_TOP10
2010-02-25,BIIB,SELL,30.959366988786464,54.88999938964844,1699.359635118391,2.039231562142069,bull,HALF_LIQ_RANK_18
2010-02-25,CTSH,SELL,325.94936673115313,21.240175247192383,6923.221671081071,8.307866005297285,bull,HALF_LIQ_RANK_17
2010-02-25,EOG,BUY,262.10511447170546,32.82511520385742,8603.63057805397,8.60363057805397,bull,REBALANCE_TOP10
2010-02-26,BIIB,SELL,30.959366988786464,55.0099983215332,1703.0747260888738,2.0436896713066486,bull,FULL_LIQ_RANK_19
2010-02-26,AMZN,SELL,15697.069099846969,5.920000076293945,92926.6502686854,111.51198032242246,bull,HALF_LIQ_RANK_16
2010-02-26,NOV,SELL,4516.360320455159,31.3588924407959,141628.05751303182,169.95366901563816,bull,FULL_LIQ_RANK_29
2010-02-26,CTSH,SELL,162.97468336557657,21.226945877075195,3459.454783134561,4.151345739761473,bull,HALF_LIQ_RANK_18
2010-02-26,EOG,BUY,4734.3236023019135,33.11738204956055,156788.4034836842,156.78840348368422,bull,REBALANCE_TOP10
2010-02-26,BKNG,BUY,369.4159744901708,223.06015014648438,82401.98273628735,82.40198273628735,bull,REBALANCE_TOP10
2010-03-01,AMZN,SELL,7848.5345499234845,6.2270002365112305,48872.826498640105,58.64739179836812,bull,HALF_LIQ_RANK_17
2010-03-01,CTSH,SELL,162.97468336557657,22.263370513916016,3628.365760155976,4.354038912187171,bull,FULL_LIQ_RANK_20
2010-03-01,LUMN,BUY,4268.9202564579555,12.271441459655762,52385.80502306246,52.38580502306246,bull,REBALANCE_TOP10
2010-03-02,AMZN,SELL,3924.2672749617423,6.276500225067139,24630.664434520982,29.556797321425176,bull,HALF_LIQ_RANK_17
2010-03-02,LUMN,BUY,1997.5572844905032,12.303292274475098,24576.531106093462,24.576531106093462,bull,REBALANCE_TOP10
2010-03-03,AMZN,SELL,1962.1336374808711,6.29449987411499,12350.64993412013,14.820779920944155,bull,HALF_LIQ_RANK_17
2010-03-03,LUMN,BUY,1007.1465410446694,12.23606014251709,12323.505648550632,12.323505648550633,bull,REBALANCE_TOP10
2010-03-04,AMZN,SELL,981.0668187404356,6.426499843597412,6304.825757194019,7.565790908632823,bull,HALF_LIQ_RANK_17
2010-03-04,LUMN,BUY,520.6073185139899,12.083904266357422,6290.968997288099,6.290968997288099,bull,REBALANCE_TOP10
2010-03-05,AMZN,SELL,490.5334093702178,6.445499897003174,3161.7330395723543,3.794079647486825,bull,HALF_LIQ_RANK_16
2010-03-05,STLD,SELL,14213.576085929604,12.17678451538086,173075.6531913353,207.69078382960234,bull,FULL_LIQ_RANK_134
2010-03-05,LUMN,BUY,6307.353432833709,12.067633628845215,76114.83039507638,76.11483039507638,bull,REBALANCE_TOP10
2010-03-05,MCO,BUY,4268.169070352515,23.36721420288086,99735.22092103807,99.73522092103806,bull,REBALANCE_TOP10
2010-03-11,AMZN,SELL,245.2667046851089,6.678999900817871,1638.1362962657684,1.965763555518922,bull,HALF_LIQ_RANK_16
2010-03-11,MCO,BUY,69.57865637845552,23.49191665649414,1634.5359967135216,1.6345359967135216,bull,REBALANCE_TOP10
2010-03-17,AMZN,SELL,122.63335234255445,6.566999912261963,805.3332140739454,0.9663998568887344,bull,HALF_LIQ_RANK_16
2010-03-17,CF,BUY,60.965158535637336,13.180696487426758,803.5632509660904,0.8035632509660905,bull,REBALANCE_TOP10
2010-03-18,AMZN,SELL,61.31667617127722,6.638000011444092,407.0200971266519,0.4884241165519822,bull,HALF_LIQ_RANK_16
2010-03-18,CF,BUY,31.26877659035187,12.988213539123535,406.1255474626372,0.4061255474626372,bull,REBALANCE_TOP10
2010-03-25,AMZN,SELL,30.65833808563861,6.736499786376953,206.52988796457691,0.24783586555749226,bull,HALF_LIQ_RANK_16
2010-03-25,CF,BUY,16.41094722289925,12.557226181030273,206.0759761228965,0.2060759761228965,bull,REBALANCE_TOP10
2010-03-26,AMZN,SELL,15.329169042819306,6.752999782562256,103.51787521301884,0.1242214502556226,bull,HALF_LIQ_RANK_16
2010-03-26,CF,BUY,7.948354830398966,12.995187759399414,103.29036339936384,0.10329036339936384,bull,REBALANCE_TOP10
2010-03-29,AMZN,SELL,7.664584521409653,6.75600004196167,51.78193334826238,0.06213832001791485,bull,HALF_LIQ_RANK_16
2010-03-29,CF,BUY,3.986209009400226,12.96172046661377,51.66812690134311,0.051668126901343106,bull,REBALANCE_TOP10
2010-03-30,AMZN,SELL,3.8322922607048264,6.828999996185303,26.170723833734225,0.03140486860048107,bull,HALF_LIQ_RANK_16
2010-03-30,CF,BUY,2.025758313780447,12.890583038330078,26.11320575937437,0.02611320575937437,bull,REBALANCE_TOP10
2010-03-31,AMZN,SELL,1.9161461303524132,6.78849983215332,13.007757684278591,0.015609309221134307,bull,HALF_LIQ_RANK_16
2010-03-31,CF,BUY,1.0205657477957384,12.717621803283691,12.979169205851607,0.012979169205851607,bull,REBALANCE_TOP10
2010-04-01,AMZN,SELL,0.9580730651762066,6.5904998779296875,6.314180419091511,0.0075770165029098125,bull,HALF_LIQ_RANK_16
2010-04-01,CF,BUY,0.48880542790094217,12.88918399810791,6.300303099489113,0.006300303099489113,bull,REBALANCE_TOP10
2010-04-22,AMZN,SELL,0.4790365325881033,7.504499912261963,3.594929616777696,0.004313915540133235,bull,HALF_LIQ_RANK_16
2010-04-22,CF,BUY,0.29334403500372247,12.228060722351074,3.587028672564997,0.003587028672564997,bull,REBALANCE_TOP10
2010-04-28,AMZN,SELL,0.23951826629405165,6.96750020980835,1.668843570656737,0.002002612284788084,bull,HALF_LIQ_RANK_16
2010-04-28,CF,BUY,0.1423296099979597,11.699433326721191,1.6651757825893594,0.0016651757825893595,bull,REBALANCE_TOP10
2010-04-30,AMZN,SELL,0.11975913314702583,6.855000019073486,0.8209488600070862,0.0009851386320085035,bull,HALF_LIQ_RANK_16
2010-04-30,CF,BUY,0.07019146500376092,11.670145034790039,0.8191445767982792,0.0008191445767982792,bull,REBALANCE_TOP10
2010-05-04,AMZN,SELL,0.05987956657351291,6.491499900817871,0.38870820047297616,0.00046644984056757135,bull,HALF_LIQ_RANK_16
2010-05-04,CF,BUY,0.035664328937199896,10.875121116638184,0.38785389673567283,0.0003878538967356728,bull,REBALANCE_TOP10
2010-05-05,AMZN,SELL,0.029939783286756456,6.546500205993652,0.19600079745415644,0.0002352009569449877,bull,HALF_LIQ_RANK_16
2010-05-05,CF,BUY,0.017916611027060426,10.915570259094238,0.19557002647074068,0.0001955700264707407,bull,REBALANCE_TOP10
2010-05-14,AMZN,SELL,0.014969891643378228,6.426499843597412,0.09620400630484038,0.00011544480756580846,bull,HALF_LIQ_RANK_16
2010-05-14,BKNG,BUY,0.0004684235824914373,204.92684936523438,0.0959925689283462,9.59925689283462e-05,bull,REBALANCE_TOP10
2010-05-21,AMZN,SELL,0.007484945821689114,6.136000156402588,0.045927628732549304,5.511315447905916e-05,bull,HALF_LIQ_RANK_16
2010-05-21,BKNG,BUY,0.00024355016011582285,188.16119384765625,0.04582668888918106,4.582668888918106e-05,bull,REBALANCE_TOP10
2010-05-26,AMZN,SELL,0.003742472910844557,6.1605000495910645,0.02305550455285111,0.00011527752276425555,bear,HALF_LIQ_RANK_16
2010-05-26,BKNG,BUY,0.00012068757215992246,189.32215881347656,0.022848831703273752,9.139532681309501e-05,bear,REBALANCE_TOP10
2010-06-02,AMZN,SELL,0.0018712364554222785,6.315499782562256,0.011817793427341966,5.908896713670983e-05,bear,HALF_LIQ_RANK_16
2010-06-02,BKNG,BUY,6.270607555923112e-05,186.7738800048828,0.011711857032076948,4.684742812830779e-05,bear,REBALANCE_TOP10
2010-06-07,AMZN,SELL,0.0009356182277111393,6.100500106811523,0.005707739098086613,2.8538695490433067e-05,bear,HALF_LIQ_RANK_16
2010-06-07,BKNG,BUY,3.259328755223786e-05,173.55027770996094,0.005656574106171494,2.2626296424685975e-05,bear,REBALANCE_TOP10
2010-06-07,CF,BUY,1.046038008801025e-19,8.258840560913086,8.639061135342665e-19,3.455624454137066e-21,bear,REBALANCE_TOP10
2010-06-18,AMZN,SELL,0.00046780911385556963,6.291500091552734,0.00294322108265152,1.47161054132576e-05,bear,HALF_LIQ_RANK_16
2010-06-18,BKNG,BUY,1.5353278792454295e-05,189.98141479492188,0.0029168376267313368,1.1667350506925347e-05,bear,REBALANCE_TOP10
2010-06-21,AMZN,SELL,0.00023390455692778482,6.127500057220459,0.0014332501859591275,7.166250929795638e-06,bear,HALF_LIQ_RANK_16
2010-06-21,BKNG,BUY,7.62823607039498e-06,186.2032470703125,0.0014204023257264262,5.681609302905704e-06,bear,REBALANCE_TOP10
2010-06-24,AMZN,SELL,0.00011695227846389241,5.916500091552734,0.0006919481662389203,3.4597408311946012e-06,bear,HALF_LIQ_RANK_16
2010-06-24,BKNG,BUY,3.7651451428163363e-06,182.1298828125,0.0006857454436331929,2.7429817745327714e-06,bear,REBALANCE_TOP10
2010-06-25,AMZN,SELL,5.8476139231946204e-05,6.050000190734863,0.000353780653506713,1.768903267533565e-06,bear,HALF_LIQ_RANK_16
2010-06-25,BKNG,BUY,1.8560662271564337e-06,188.89913940429688,0.0003506093129872305,1.4024372519489222e-06,bear,REBALANCE_TOP10
2010-06-28,AMZN,SELL,2.9238069615973102e-05,5.889999866485596,0.00017221222613437813,8.610611306718907e-07,bear,HALF_LIQ_RANK_16
2010-06-28,BKNG,BUY,9.230091084087207e-07,184.90444946289062,0.00017066849103954804,6.826739641581921e-07,bear,REBALANCE_TOP10
2010-06-30,AMZN,SELL,1.4619034807986551e-05,5.4629998207092285,7.98637845349725e-05,3.993189226748625e-07,bear,HALF_LIQ_RANK_16
2010-06-30,BKNG,BUY,4.556641097458152e-07,173.69784545898438,7.91478741158343e-05,3.165914964633372e-07,bear,REBALANCE_TOP10
2010-07-01,AMZN,SELL,7.3095174039932755e-06,5.547999858856201,4.055320152566164e-05,2.027660076283082e-07,bear,HALF_LIQ_RANK_17
2010-07-01,BKNG,BUY,2.243986336290853e-07,179.09947204589844,4.018967681079017e-05,1.6075870724316067e-07,bear,REBALANCE_TOP10
2010-07-09,AMZN,SELL,3.6547587019966378e-06,5.86299991607666,2.142784996308673e-05,1.0713924981543365e-07,bear,HALF_LIQ_RANK_17
2010-07-09,BKNG,BUY,1.0575354713508469e-07,200.80430603027344,2.1235767642700493e-05,8.494307057080197e-08,bear,REBALANCE_TOP10
2010-07-16,AMZN,SELL,1.8273793509983189e-06,5.924499988555908,1.0826308944076843e-05,5.4131544720384215e-08,bear,HALF_LIQ_RANK_17
2010-07-16,BKNG,BUY,4.9973963524444e-08,214.69700622558594,1.072926035792476e-05,4.291704143169904e-08,bear,REBALANCE_TOP10
2010-07-22,AMZN,SELL,9.136896754991594e-07,6.003499984741211,5.485335952917406e-06,2.742667976458703e-08,bear,HALF_LIQ_RANK_17
2010-07-22,CF,BUY,4.932298089242602e-07,11.021565437316895,5.436164614694043e-06,2.1744658458776173e-08,bear,REBALANCE_TOP10
2010-07-23,AMZN,SELL,4.568448377495797e-07,5.94350004196167,2.7152573123345994e-06,1.3576286561672997e-08,bear,HALF_LIQ_RANK_17
2010-07-23,BKNG,BUY,1.1961808365588964e-08,224.95907592773438,2.690917356347536e-06,1.0763669425390145e-08,bear,REBALANCE_TOP10
2010-07-28,AMZN,SELL,2.2842241887478986e-07,5.856500148773193,1.3377559301233396e-06,2.6755118602466793e-09,normal,HALF_LIQ_RANK_17
2010-07-28,BKNG,BUY,6.046741822524633e-09,220.46266174316406,1.3330807970674917e-06,1.9996211956012377e-09,normal,REBALANCE_TOP10
2010-07-30,AMZN,SELL,1.1421120943739493e-07,5.894499778747559,6.732179487592155e-07,1.346435897518431e-09,normal,HALF_LIQ_RANK_17
2010-07-30,BKNG,BUY,3.0385130793086467e-09,220.78733825683594,6.708652150391384e-07,1.0062978225587076e-09,normal,REBALANCE_TOP10
2010-08-05,AMZN,SELL,5.7105604718697465e-08,6.391499996185303,3.6499047234171427e-07,7.299809446834285e-10,normal,HALF_LIQ_RANK_17
